userName,score,at,label_data,content
Mohammad Dadi,5,9/6/2022 2:24,positif,"Membantu banget, apalagi buat saya yang malas keluar, jadinya pakai gopay"
Rohimah Roro,5,9/6/2022 2:15,positif,"Bagus, saya terbantu dengan adanya gojek dan gopay ini"
Rias Rahmawati,5,9/6/2022 2:09,negatif,Aplikasi saya tidak bisa dibuka tolong dibantu. supaya bisa pakai gopay
Dermawan 28_,1,9/6/2022 2:01,negatif,APLIKASI SANGAT LAMA !!! PAKAI OVO SAJA DARIPADA GOPAY
rahmat Unza speed,5,9/6/2022 1:54,positif,"Semakin mantap pakai gopay, lancar banget"
sucita kirana,5,9/6/2022 1:54,positif,"Senang ada gojek, semua jadi mudah apalagi fitur bayar pakai gopay"
Bagaskara Addie Wiryawan,1,9/6/2022 1:32,negatif,"bagaimana ini aplikasi tutup sendiri, mau buka GOPAY penting mau bayar tagihan..."
Akhmad Nurkholis,5,9/6/2022 1:31,positif,Gopay aplikasi cepat dan oke banget...
Lena Yosevin,5,9/6/2022 1:27,positif,"Cepat aman transfer, terima kasih gopay"
Yendi Kribo,5,9/5/2022 23:47,positif,"Membantu sekali .. ada dompet digital pakai gopay, paket lengkap!!!"
Ali Shodikin,5,9/5/2022 23:46,positif,"Semakin maju tingkatkan pelayanan, gopay juga semakin keren"
Dian Mulyadi,5,9/5/2022 23:37,negatif,Gojek semakin berat buka aplikasinya👎 jadi lemot kadang mau transfer di gopay
Muhammad Nur Fajri Wiranto,3,9/5/2022 23:34,negatif,Ini mau bayar pakai gopay leternya tutup ya admin padahal sudah dicoba pakai wifi masih tutup pakai jaringan data juga full ngeclose
Elly Ningsih,5,9/5/2022 23:33,positif,Gojek semakin bagus apalagi fitur gopay lengkap
zoekie_arzoe97,5,9/5/2022 23:23,negatif,"Saya sebagai pengguna gojek. Tolong, ini aplikasinya tidak bisa dipakai, tutup sendiri.. Apalagi gopay harus aman karena untuk menyimpan uang"
land Fr,5,9/5/2022 23:19,positif,"Selalu terbantu dengan gojek,, buat gopay juga keren"
Riswanto Paputungan,5,9/5/2022 23:06,positif,"memuaskan pakai gopay,, mantap"
Erwans Syah,5,9/5/2022 23:02,positif,Bagus gopay mantap.. Jangan sampai eror ya
Scn 99,1,9/5/2022 22:45,negatif,"Kenapa tidak bisa cek saldo gopay, bayar dll, cuma bisa masuk ke aplikasinya, aplikasi rusak tetap tidak bisa bayar atau cek saldo"
Sudibdiyono Eko,5,9/5/2022 22:32,positif,bagus gojek.. Tingkatkan fitur gopay ya 🤟🤟🤟🤟
Enzo Nabil,5,9/5/2022 22:11,positif,Sangat membantu� bagus buat gopay juga
Rudhi Kurniawan,5,9/5/2022 20:31,positif,"Oke, senang banget pakai GOJEK apalagi GOPAY!!!"
Cita Meilani,1,9/5/2022 19:48,negatif,Kenapa tidak bisa bayar paylater?? Kecewa lagi..
racchmah,5,9/5/2022 18:35,positif,"gojek terbaik, apalagi pakai transaksi gopay cepat!!!!!"
Explore Lampung Indonesia Terang,5,9/5/2022 18:33,positif,"Bagus banget gopay, transaksi cepat"
The Bank,5,9/5/2022 18:26,positif,"Keren gojek ada banyak fitur, seperti gofood dan gopay"
asmar asaf,5,9/5/2022 14:36,positif,"Mantap luar biasa, sangat membantu kalau butuh proses cepat"
Harizona,5,9/5/2022 14:36,positif,"Aplikasi ini sangat bagus,, bermanfaat untuk transaksi"
Ahmad Ghafer,1,9/5/2022 14:29,negatif,"UINSTALL.. membuat sulit, Mau upgrade aja sulitnya minta ampun,,"
Edwin Rusdiansyah,5,9/5/2022 14:28,positif,Sangat memudahkan untuk bertransaksi dan bayar apa saja sangat mudah
Andy Evans,5,9/5/2022 14:25,positif,"Membuat nyaman, Keren, mudah digunakan!!"
Kafi Fi tok,2,9/5/2022 14:10,negatif,"Kadang suka gangguan,, apalagi kalau lama tidak diperbarui"
Hanu Saputra,5,9/5/2022 14:08,negatif,"Biaya admin mahal, fitur yang ada lumayan lemot"
Ditto Permana,5,9/5/2022 13:55,positif,Mantap. Banyak membantu untuk transfer
Akli Djangoan,5,9/5/2022 13:46,positif,Bagus dan cepat kirim saldo
Hermanto Suherman,5,9/5/2022 13:45,positif,"Sangat bagus untuk Transaksi belanja saya,,,"
Santos Tri,5,9/5/2022 13:44,positif,Bagus sekali!! cepat dan sangat mudah dipakai
Coki Gar,4,9/5/2022 13:41,positif,"Bagus.. Tolong sering banyak promo, supaya banyak pengguna lain"
Wandi Firgiawan,5,9/5/2022 13:27,negatif,oke juga tapi sering ada gangguannya tolong diperbaiki
Daman Huri,5,9/5/2022 13:20,positif,"Proses cepat luar biasa mantap, gak lemot"
Adelia Jahra,5,9/5/2022 13:17,positif,"Aplikasi sangat membantu, terima kasih linkAja"
Tanto Gendut,1,9/5/2022 13:17,negatif,"Dibuka tidak bisa,, gangguan dari tadi, lama sekali"
Dedek Hardian Syahputra,5,9/5/2022 13:16,positif,Bagus aplikasi.. Tingkatkan kualitasnya
Rohim Ghofar,3,9/5/2022 13:12,positif,Bagus sejauh ini.. Masih mau coba top up
Alex Yssclean,5,9/5/2022 13:07,positif,"mantap buat linkaja.. Kalau lemot, coba update saja biasanya lancar"
Elim Susanto,5,9/5/2022 13:05,positif,Ada linkaja jadi bisa membantu transfer kemana saja.... linkaja mantap
Hendri Adi prima,5,9/5/2022 13:02,positif,"Mantap,, baru coba tapi nyaman dipakai"
ALAN Oskar,5,9/5/2022 13:00,positif,Sangat bagus untuk yang sering transaksi online
Gilang Fauzi,5,9/5/2022 12:59,positif,"Sukaa.... Lebih keren aplikasinya sehingga konsumen puas, apalagi shopeepay"
Neneng Fauziah,5,9/5/2022 12:59,positif,Saya sangat senang dengan aplikasi shopee karena terbukti promo gratis.. Apalagi shopeepay banyak bonus..
Rayen Deyra,5,9/5/2022 12:58,positif,"Shopeepay memang bagus, sangat membantu membayar kebutuhan pelanggan.."
SanS GarenK,5,9/5/2022 12:58,positif,"Aplikasi yang sangat membantu , Terima kasih shopee.. Shopeepay juga keren"
Aguslan Boy,5,9/5/2022 12:55,positif,"Proses cepat , tidak menunggu lama kalau isi saldo"
Henry Ford,5,9/5/2022 12:54,positif,oke banget deh linkaja.. Keren yang buat aplikasinya
Abdul RahmaNa,5,9/5/2022 12:54,positif,Belanja di shopee sangat menyenangkan.. Apalagi ada fitur shopeepay
Hayyi Almamuri,1,9/5/2022 12:54,negatif,"Aplikasinya,sering keluar sendiri.,jadi kurang nyaman digunakan lain kali sering pembaruan.."
Darni Niati,5,9/5/2022 12:53,positif,"Barang lebih murah, apalagi pembayaran pakai shopeepay dan pengirimannya aman"
gonang wicaksonoo,5,9/5/2022 12:52,positif,"Bagus kalau bayar pakai shopeepay, lebih murah!!!"
Fatimah Munzaroh,5,9/5/2022 12:52,positif,Mantap shopeepay seperti ovo ya.. Jadi tidak perlu aplikasi lain�
Charis motovlog,5,9/5/2022 12:52,positif,Aplikasi online yang sangat rekomendasi.. Apalagi lengkap kalau mau transfer tinggal pakai shopeepay
Resmi Notesepuluhs,5,9/5/2022 12:52,positif,"Saya belanja di shopee, bayar di shopeepay, semua pesanan saya aman"
Ganda Saputra,5,9/5/2022 12:51,positif,"Mantap kalau bayarnya di shopeepay, banyak bonus"
Siti fatimah Sifa,5,9/5/2022 12:50,positif,sangat mudah dan cepat.  tingkatkan dan sukses selalu.
Sigit Nugroho,3,9/5/2022 12:50,negatif,"Saya membeli token listrik, tetapi prosesnya sangat lama, dan nomor token tidak ada"
Aji Alwi,1,9/5/2022 12:50,negatif,"Susah masuk mohon diperbaiki setiap masuk hubungi servis, transaksi jadi susah semakin rusak..."
Fery Firmansyah,5,9/5/2022 12:49,positif,sangat bagus terima kasih dana semoga sukses 🙏🙏🙏
erlanto agung Nugroho,5,9/5/2022 12:49,positif,kalau aplikasinya ini bagus.. Lain kali jangan eror terus ya
abdul kholil,5,9/5/2022 12:49,positif,Simpan uang aman di shopeepay. Jadi  percaya
Dias Ardhan,4,9/5/2022 12:49,positif,"bagus fiturnya daripada sebelah,, lumayan banyak iklan.. Tapi tetap terbantu ada shopeepay"
agus gunawan,1,9/5/2022 12:48,negatif,Tolong kepada dana jangan pakai verifikasi KTP untuk premium karena saya umur 16 susah mau kirim ke teman..
Abdoel Azis,5,9/5/2022 12:47,positif,"saya sangat suka aplikasinya mudah, gak ribet digunakan"
Niken Ayu,5,9/5/2022 12:46,positif,aplikasi baik dapat diandalkan
msahrul irul,5,9/5/2022 12:45,positif,mantap sekali tapi semoga semakin banyak bonusnya
Veri Rizalunnaja,2,9/5/2022 12:45,negatif,"Pengguna lama , tapi kenapa sering tiba eror' sistem sibuk.."
Yosa Pradipta,1,9/5/2022 12:45,negatif,Sering pemeliharaan sistem!! Kecewa banget
BKK Mitra,1,9/5/2022 12:45,negatif,Tidak berguna !! Mau ganti yang lainnya saja.. Percuma
Ari Seno chenell,5,9/5/2022 12:44,positif,sangat baik untuk transfer uang
Arul Jhagen,5,9/5/2022 12:43,positif,"Mantap,, selalu lancar, dapat diandalkan"
Nurbaini Manupassa,5,9/5/2022 12:39,positif,Pengiriman cepat mantap .. Pakai shopeepay juga gak ribet👍👍👍
Janggot Jabrig,5,9/5/2022 12:39,positif,"Seiap belanja respon baik pelayanannya bagus mantap,,, shopeepay membantu banget"
Hilman Iman,5,9/5/2022 12:38,positif,sangat membantu untuk aplikasinya mudah dan cepat
Mas kin,5,9/5/2022 12:38,positif,aplikasi mempermudah tansaksi
Aska Maulana,5,9/5/2022 12:38,positif,"BAGUS, TAPI SHOPEEPAY TOLONG SERING BANYAK BONUS YA!!!"
Haykhal Wahyu Haykhal,3,9/5/2022 12:38,negatif,saya berikan bintang 3 karena yang di iklan tidak suka. dan buka shopeepay sangat lama
Bila Tamara,4,9/5/2022 12:35,positif,"Lumayan daripada yang ain,, lebih banyak fitur,, dan shopeepay juga bisa buat transfer ke rekening.."
Dede Kurniawan,4,9/5/2022 12:35,positif,Update semakin lancar.. Saya coba transfer dari shopeepay cepat masuk�
pnd _ C2-67,5,9/5/2022 12:34,positif,Sangat membantu untuk mahasiswa
Novia Wiyani,5,9/5/2022 12:33,positif,Sangat bermanfaat apalagi tidak pakai biaya admin
Raff NYX益,5,9/5/2022 12:33,negatif,Tolong fitur minta uangnya dipermudah.. saya butuh uang sangat sulit untuk cari pinjaman
Yadi Hernandes,5,9/5/2022 12:32,positif,"mantap, transaksinya sangat cepat"
sapuraneyo 99,4,9/5/2022 12:32,positif,"mantap pakai dana, tidak ada biaya admin"
Manto andrian,3,9/5/2022 12:31,negatif,Kenapa Dana saya kalau dibuka sangat lama?? Kecewa
Dhita Silvia,1,9/5/2022 12:29,negatif,"Sistem sibuk terus, kenapa??????? Mohon bantuannya"
Nasanshand shand,3,9/5/2022 12:27,positif,terimakasih cukup membantu pakai dana
Dhona Novita,3,9/5/2022 12:26,negatif,kemarin ada transaksi gagal tolong cek pembayarannya
sumar nii,2,9/5/2022 12:25,negatif,"Semakin hari kenapa semakin susah dan eror dana sekarang,"
Kartika Dewi,5,9/5/2022 3:58,positif,Mudah dan cepat.. Tidak ragu
Eko Jay,5,9/5/2022 3:55,positif,"Aplikasinya bagus, tidak sering eror sejauh ini!!"
Embul Channel,5,9/5/2022 3:44,positif,Sejauh ini bagus aplikasi ini.. Belum lihat kesalahan yang sedikit
nurhasanah azzam,1,9/5/2022 3:44,negatif,"Tidak bisa upgrade Ke ovo premium.... isi saldo tidak bisa diambil, transfer dipersulit�"
Murdianah Yana,5,9/5/2022 3:43,positif,Aplikasi yang rekomendasi banget...👍🙏😘
Yana Fadillah,1,9/5/2022 3:43,negatif,"Aplikasi sampah ,, yang mau install coba pikir"" saja dulu ,, semuanya dibuat sulit ,,"
Inayu Indriani,5,9/5/2022 3:39,positif,Dengan ovo semua mudah .. transfer atau beli pulsa cepat
Sinta Li,5,9/5/2022 3:36,positif,"Sangat membantu, nyaman dipakai"
Evi Susanti,5,9/5/2022 3:34,positif,"Hebat banget pakai ovo, mudah"
jack billy,5,9/5/2022 3:33,positif,Gak ribet!! mantap selau buat ovo
Krisna Ganessa (Texas),5,9/5/2022 3:25,positif,Sangat membantu buat bayar makanan kalau di luar
Sany Saniyah,4,9/5/2022 3:19,negatif,"Sayangnya adminya mahal,, 2500,,,,diganti 1000 saja bisa??"
Desti Depriyani 12,5,9/5/2022 3:13,positif,"Alhamdulillah!! Senang, bagus banget, membantu"
Maulana Jarot,5,9/5/2022 3:07,positif,Bagus banget.. sangat membantu
Andy Tespen,5,9/5/2022 3:06,negatif,"aplikasi digital banyak, keuntungan pake ovo apa?? Isi saldo TIDAK GRATIS , Transaksi Dipersulit.  jelek aplikasinya!!"
yudi rachmat,5,9/5/2022 3:01,positif,"Keren, mudah aplikasinya ketika digunakan"
Lisa Apriani27,5,9/5/2022 2:53,positif,Mudah segala pembayaran dan transfernya�
Jamal Jamal,5,9/5/2022 2:49,positif,Sangat baik dan cepat prosesnya
Riski Hartono,5,9/5/2022 2:46,positif,Sangat membantu sejauh ini
Mmi Jelek,3,9/5/2022 2:39,positif,Tambahkan fitur lagi dana setiap minggu
Murtia aishwa,5,9/5/2022 2:32,positif,Sangat cepat dalam transaksi
dodi setiawan,5,9/5/2022 2:31,positif,ovo suka banget.. Ayo pakai ovo!!!
Nur Aisyah,5,9/5/2022 2:31,positif,"cepat dan mudah, gak lemot.."
Rivanly Pondaag,1,9/5/2022 2:31,negatif,"jangan download saja.. Uang saya hilang tiba"" dan ditunggu"" satu bulan tidak muncul lagi saldonya.. Sangat menyesal"
Herry Bayan,5,9/5/2022 2:30,positif,Cara mudah untuk pembayaran sangat membantu
Maz Iwansafii,5,9/5/2022 2:29,positif,mudah digunakan untuk pembayaran apapun😺
Hasniati Rajab,5,9/5/2022 2:28,positif,Aplikasi ini sangat membantu
Riswanda R,4,9/5/2022 2:28,positif,"Sangat baik sejauh ini, lihat dulu kedepannya gimana"
anrjwta,1,9/5/2022 1:20,negatif,"Mengajukan Pemblokiran GoPay tidak disetujui, menyesal bayar lunas awal kalau begitu,-"
dede setiawan,5,9/5/2022 1:14,positif,Respon cepat.. gak sampai 1 hari langsung dijawab 😎 
Alik Saeful,1,9/5/2022 1:13,negatif,Aplikasinya jadi jelek suka tutup sendiri berulang.. Mau bayar gofood pakai gopay tidak bisa!!!!!
Muhamad Ragil Supono kamaludin,3,9/5/2022 1:11,negatif,Tolong untuk gojek kenapa setiap saya mau transfer uang lewat gopay selalu gagal????
Etoy Marsoedi Adjie,5,9/5/2022 1:10,positif,"Oke, cocok untuk saya yang gak suka ribet. Jadi transfer di gopay"
Apidin Bae,5,9/5/2022 1:04,positif,Gopay memudahkan saya untuk melakukan transfer
Afi Maryam,5,9/5/2022 0:53,negatif,Mohon maaf tapi kenapa gopay selalu bermasalah?? Biasanya mana.. Sekarang sering terjadi gangguan
Alexander Jk,4,9/5/2022 0:52,positif,Semoga lebih baik lagi gopay
Fani Nanda,5,9/5/2022 0:45,positif,"Terima kasih, Enaknya di tokopedia bisa bayar pakai gopay"
Akfas Afandi,1,9/5/2022 0:35,negatif,Kecewa lagi.. Tolong kalau memberi bonus disesuaikan sama kebutuhan pengguna ya�
Fauzan Ramadhani,3,9/5/2022 0:12,negatif,"Semua fiturnya lumayan hanya kurang bonus, kurang untuk pelajar.."
Rey nand,5,9/4/2022 18:25,negatif,Kenapa sekarang GOPAY sering Eror?? Jadi membingungkan
Abid GAD,1,9/4/2022 18:25,negatif,"kendala promo masih banyak tapi tidak bisa digunakan. setelah mau bayar di gopay, promo tidak bisa diganti"
Yadi Dadung,4,9/4/2022 17:45,negatif,Kenapa gopay saya gangguan?? Masuk keluar sering begitu
Erna Wati,3,9/4/2022 17:41,negatif,punya saya kenapa tidak ada bonusnya di gopay?? padahal transaksi setiap hari
Opik Fik,3,9/4/2022 17:27,negatif,"Aplikasi gopay ini sebenarnya membantu, tapi sekarang ini setiap mau pesen di gojek eror dan masalah pada akun"
jean clude renno,5,9/4/2022 14:47,positif,"Sudah bagus aplikasinya, keren.."
Dandiii.,2,9/4/2022 14:33,negatif,"Mohon maaf saya turunkan ratingnya,karena setiap saya dalam keadaan darurat, selalu gangguan saat mau isi gopay"
Irsan Saputra,4,9/4/2022 14:32,positif,Saya suka banget sama fitur gopay
DAYAT •,3,9/4/2022 14:23,negatif,"Sementara uninstall dulu, promo tetap mahal. Aturan kalau pakai gopay bisa dapat voucher juga!!"
widya adi kartika,4,9/4/2022 14:19,positif,Mudah digunakan gopay keren
ROBIN KURNIADI,4,9/4/2022 14:12,negatif,"Voucher gopay tidak otomatis terpasang dan voucher diskon tidak berfungsi, mohon perbaikan kembali ke sistem lama"
Ikna Raharja,4,9/4/2022 13:26,positif,sangat membantu untuk membayar dan transfer di gopay�.
Rizki Iqbal Muladi,5,9/4/2022 13:03,positif,"Cukup puas,tapi hanya saran untuk gopay semoga membuat aplikasi baru, terpisah dari gojek 🙏"
Prabowo Teguh,4,9/4/2022 12:59,negatif,"Hari ini eror,,aplikasi keluar sendiri atau berhenti Mau bayar gopay bagaimana ya? Besok ada denda:("
Argo Cahyo Nugroho,1,9/4/2022 12:51,negatif,belum juga masuk keterangannya akun terblokir!!! Bagaimana ini???!
Joko Amin,5,9/4/2022 12:49,positif,Sangat membantu berbagai kebutuhan...
Oke bos,5,9/4/2022 12:48,positif,Ok banget linkaja.. Terima kasih sudah memudahkan transfer
Saiful Ulum Nasir,5,9/4/2022 12:45,positif,"Cukup bagus, tapi tolong ditambah menu isi saldo gopay, terima kasih semoga tetap jaya"
Nasrul Nasrul,5,9/4/2022 12:44,positif,Terbaik.. Semoga semakin banyak promo
Bang Alfred,5,9/4/2022 12:43,positif,Terimakasih aplikasinya sangat membantu
Darianto Bro,5,9/4/2022 12:40,positif,Bagus dan dijamin aman kok.. Aman dari penipuan!!
Iman Nurdin,4,9/4/2022 12:39,positif,"mantap.. Mudah, tapi adminya terlalu besar untuk isi saldo"
Ham Juliana,5,9/4/2022 12:36,positif,Mantap layanan yang sangat baik sejauh ini.. Jangan takut.
Rojali Rahmanudin,4,9/4/2022 12:33,positif,"Oke banget aplikasi ini, tapi tetap selalu cek apa yang menjadi kendala"
Irna Purba,2,9/4/2022 12:30,negatif,Saya transfer uang. Tp yg masuk.hanya separuh.. Kecewa
Zar Ki,4,9/4/2022 12:28,positif,Mudah update foto untuk membuat akun shopeepay
Jamboelz Back / Riza,1,9/4/2022 12:28,negatif,"Susah sekali untuk upgrade full servis, padahal data sudah benar dan sesuai"
Artana Komang,5,9/4/2022 12:24,positif,baik sekali dan lancar untuk kirim uang
Tobianus jehadu Jehadu,3,9/4/2022 12:24,negatif,"Baru mulai pakai, tapi lemot ya? Padahal internet lancar-lancar saja"
Johny,3,9/4/2022 12:22,positif,"kenapa yaa??? Pakai shopeepay senang, ketagihan� huhuu.. Tapi memang sangat membantu"
Aisyahnuraiza Aiza,5,9/4/2022 12:21,positif,mantap!!! aplikasi tanpa drama
akmal asla,5,9/4/2022 12:20,positif,"Belanja di shopee gak pernah kecewa, semakin keren shopee, dan suka fitur shopeepay.."
Siti Maulida,3,9/4/2022 12:20,positif,"Smakin lumayan bagus, isi saldo pakai shopeepay"
Ardo Saputra,5,9/4/2022 12:20,negatif,"Waspada pihak google bisa menarik saldo tanpa konfirmasi dari pengguna, keamanan saldo jadi meragukan"
Ima Rohani,5,9/4/2022 12:19,positif,"Sangat membantu. Jangan download lain, sudah ada shopeepay yang fungsinya lengkap"
Muhaamad Yunus,4,9/4/2022 12:19,positif,"Sangat membantu dalam segala hal, mudah dalam penggunaannya, tingkatkan lagi pelayanan, perbanyak fitur!!!"
Yazan Husnul,5,9/4/2022 12:19,negatif,dana sekarang ribet� mau masuk nomor sendiri saja tidak bisa
Azizah Tzakhra,3,9/4/2022 12:19,negatif,"Kenapa waktu diupgrade ke dana premium tidak bisa? padahal lagi mendadak banget, bilangnya perbaikan!!"
Sugi Anto,5,9/4/2022 12:18,positif,transaksi cepat memuaskan aman
HENDRIKUS YUMILENA,5,9/4/2022 12:17,positif,"Bagus, dan sangat mudah digunakan"
Lukman Hakim,5,9/4/2022 12:17,positif,Terbaik shopee.. Caranya kalau mau melunaskan shopeepay bagaimana?
Bang Jalle Okeh,4,9/4/2022 12:17,positif,"Enak sekali,, biasa pakai gojek gak ribet, apalagi traksaksi pakai gopay.. Mantap"
Indri Dwi Rahayu,1,9/4/2022 12:17,negatif,Ini kenapa aplikasi setelah di perbarui ke premium untuk transfer sistemnya sibuk banget
yofi arifman,1,9/4/2022 12:17,negatif,"Aneh kenapa tidak ada pendaftarannya, langsung masuk ke menu login masuk ke nomor dan pin, padahal belum daftar"
Dani Sate,5,9/4/2022 12:16,positif,"Cepat dan nyaman, terpercaya pakai shopeepay untuk transfer"
Indra Khotama,5,9/4/2022 12:16,negatif,Kecewa.. Saya sudah tidak bisa membuka dana karena lupa keamanan syarat dan kata kuncinya
Nona Seli,1,9/4/2022 12:15,negatif,"saya minta kode verifikasi lama, sudah dicoba beberapa kali tapi tetap tidak keluar²,minta kebijakannya"
Arisset Aris Setiyanto,1,9/4/2022 12:15,negatif,"tidak suka sama shopee yang sekarang.. sudah sering eror,, buka shopeepay juga semakin lama.."
Reza Fahlevi,5,9/4/2022 12:14,positif,"mudah, aman, dan nyaman.. Pasti puas"
Dimas Hafi Sabrian Putranto,1,9/4/2022 12:14,negatif,"Susah masuk harus pakai kode, Kalau android hilang kemudian masuk ke hp yg baru susah,, Mau bayar tagihan shopeePaylater gak bisa"
JOKERSLOTV,4,9/4/2022 12:13,positif,"Selalu menjadi yang terbaik, bisa digunakan dimana saja"
Ruki Syabani,1,9/4/2022 12:12,negatif,Masalah tidak dapat diatasi bilang Saran saja sistem dan layanannya diperbaiki kalau kasus belum selesai saya laporkan ke kominfo .
radi Mradi,5,9/4/2022 12:11,positif,"terimakasih,, pakai dana sangat mudah bertransaksi"
muhammad fitra,2,9/4/2022 12:10,negatif,"satu-satunya aplikasi yang saya percaya dari dulu, tapi sekarang semakin menurun kualitasinya?? tolong diperbaiki.."
husni tamrin,1,9/4/2022 12:09,negatif,"Semakin sulit memakai aplikasi ini, terlalu sering update apalagi untuk upgrade 🤦"
ACHMAD DENI WILDAN,1,9/4/2022 12:09,negatif,kesal sekali... Kenapa lama2 tidak jelas shopeepay ini?? mau bayar belanja lama gangguan�
Azahari Manja,5,9/4/2022 12:08,positif,"sangat bermanfaat, membantu untuk transaksi belanja online"
Azis 2002,4,9/4/2022 12:08,positif,Sangat memuaskan untuk transaksi ke bank lain ataupun isi saldo
Aldian TV,2,9/4/2022 12:08,negatif,Parah.. Mau ganti saja kalau tetap seperti ini
samaun,4,9/4/2022 12:07,positif,"Makasih linkaja, semoga semakin maju dan bagus selalu!!!"
